site,organism,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob,mean_prob_r,mean_prob_s,background_known_count,background_resistant_count,adequacy_label,interpretation
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,22,16,6,0.739583,0.493447,0.564158,0.304884,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,64,5,59,0.610169,0.266385,0.37091,0.257527,4,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,1,0,1,,0.0994841,,0.0994841,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Cefepime=R,1,1,0,,0.474088,0.474088,,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,15,15,0,,0.521468,0.521468,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,18,10,8,0.5625,0.363899,0.410103,0.306144,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,23,23,0,,0.423134,0.423134,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,168,0,168,,0.288434,,0.288434,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,6,6,0,,0.23081,0.23081,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,3,3,0,,0.403368,0.403368,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,3,3,0,,0.274647,0.274647,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,155,11,144,0.72601,0.21674,0.365629,0.205366,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=U,1,0,1,,0.0339891,,0.0339891,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,7,7,0,,0.632765,0.632765,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,11,4,7,0.571429,0.351508,0.426192,0.308832,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,13,8,5,0.775,0.38557,0.486728,0.223716,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,1364,3,1361,0.653441,0.23245,0.552626,0.231744,4,0,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=U|Cefepime=S,1,0,1,,0.602671,,0.602671,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,2,2,0,,0.0751162,0.0751162,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.282097,0.282097,,2,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,12,0,12,,0.129118,,0.129118,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,4,3,1,0.333333,0.646852,0.582824,0.838935,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=S,2,2,0,,0.394305,0.394305,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=U,6,5,1,0,0.530341,0.450794,0.928076,2,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=R,1,0,1,,0.139062,,0.139062,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,27,0,27,,0.254542,,0.254542,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftazidime,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,1,0,1,,0.0786836,,0.0786836,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden,0,1403,14,1389,0.53754,0.302449,0.375797,0.30171,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden,1,362,32,330,0.709754,0.34107,0.521692,0.323555,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden,2,137,65,72,0.656624,0.443488,0.534523,0.361303,3,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden,3,47,42,5,0.57619,0.543224,0.554139,0.451539,3,3,interpretable,borderline_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden,4,45,45,0,,0.684503,0.684503,,4,4,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,multi,229,152,77,0.697198,0.511319,0.584345,0.367162,3,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,none,1403,14,1389,0.53754,0.302449,0.375797,0.30171,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,background_resistance_burden_bin,single,362,32,330,0.709754,0.34107,0.521692,0.323555,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,45,45,0,,0.684503,0.684503,,4,4,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,10,5,5,0.44,0.441416,0.431294,0.451539,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,16,16,0,,0.654944,0.654944,,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,64,5,59,0.915254,0.379557,0.802358,0.343726,4,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,7,6,1,0.833333,0.379846,0.414264,0.173336,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=S,1,1,0,,0.977533,0.977533,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.58969,0.58969,,2,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,15,15,0,,0.596415,0.596415,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,10,10,0,,0.506159,0.506159,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,23,23,0,,0.503306,0.503306,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,176,8,168,0.62128,0.378805,0.457763,0.375045,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.141778,0.141778,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=U,1,1,0,,0.0833763,0.0833763,,2,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,6,6,0,,0.282009,0.282009,,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,14,3,11,0.454545,0.461475,0.478749,0.456764,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,3,3,0,,0.312748,0.312748,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,144,0,144,,0.271946,,0.271946,4,1,underpowered_low_resistant,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,1,0,1,,0.06102,,0.06102,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=R,1,0,1,,0.53621,,0.53621,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=S,2,1,1,1,0.0764078,0.114581,0.0382349,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,7,7,0,,0.728673,0.728673,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,7,4,3,0.5,0.549676,0.523513,0.58456,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,8,8,0,,0.611094,0.611094,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,1368,7,1361,0.496274,0.301374,0.363309,0.301055,4,0,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,5,5,0,,0.318748,0.318748,,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.155261,0.155261,,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,2,2,0,,0.122713,0.122713,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.478093,0.478093,,2,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,12,0,12,,0.211463,,0.211463,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.986725,0.986725,,1,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,3,3,0,,0.614352,0.614352,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.534603,0.534603,,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,5,5,0,,0.552223,0.552223,,2,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=R,2,1,1,1,0.553656,0.892454,0.214858,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,27,0,27,,0.340812,,0.340812,3,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,1,1,0,,0.968986,0.968986,,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ceftriaxone,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,1,0,1,,0.136506,,0.136506,2,0,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden,0,1530,168,1362,0.615101,0.426985,0.51817,0.415738,4,0,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden,1,232,70,162,0.633862,0.433416,0.519334,0.396291,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden,2,76,51,25,0.543529,0.610348,0.619447,0.591784,3,2,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden,3,50,37,13,0.644491,0.670973,0.702465,0.581341,3,3,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden,4,51,45,6,0.803704,0.710579,0.750385,0.412038,4,4,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,multi,177,133,44,0.646787,0.656354,0.686845,0.564188,3,2,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,none,1530,168,1362,0.615101,0.426985,0.51817,0.415738,4,0,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,background_resistance_burden_bin,single,232,70,162,0.633862,0.433416,0.519334,0.396291,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,51,45,6,0.803704,0.710579,0.750385,0.412038,4,4,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,8,5,3,0.533333,0.550925,0.570908,0.517621,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,19,16,3,0.875,0.686491,0.758107,0.304541,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,5,0,,0.827798,0.827798,,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,6,6,0,,0.648285,0.648285,,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1,0.643481,0.977296,0.309667,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.716818,0.716818,,2,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,16,5,11,0.509091,0.544354,0.54607,0.543573,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,203,59,144,0.621704,0.423365,0.501388,0.391397,4,1,interpretable,signal_retained_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,2,1,1,1,0.252614,0.293936,0.211292,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=R,1,0,1,,0.608756,,0.608756,3,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,1,0,1,,0.0943526,,0.0943526,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Ceftazidime=R|Cefepime=R,1,1,0,,0.741832,0.741832,,3,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,22,15,7,0.561905,0.698003,0.684341,0.727278,4,3,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,14,10,4,0.475,0.571323,0.574056,0.564491,4,2,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,31,23,8,0.353261,0.614097,0.582525,0.704865,3,2,interpretable,weak_or_reversed_in_stratum
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,15,8,7,0.767857,0.622057,0.746281,0.480085,4,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=U,5,0,5,,0.415468,,0.415468,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,2,1,1,1,0.185805,0.271064,0.100546,3,1,underpowered_low_n,do_not_overinterpret
DRIAMS-D,Escherichia coli,Ciprofloxacin,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.236268,0.236268,,2,1,underpowered_low_n,do_not_overinterpret
